Region,Codigo region,Publicacion,Semana Epidemiologica,Casos confirmados
Antofagasta,02,2020-05-11,SE17,0.0
Atacama,03,2020-05-11,SE17,0.0
Coquimbo,04,2020-05-11,SE17,0.0
Valparaíso,05,2020-05-11,SE17,0.0
Metropolitana,13,2020-05-11,SE17,1.0
O’Higgins,06,2020-05-11,SE17,0.0
Maule,07,2020-05-11,SE17,0.0
Ñuble,16,2020-05-11,SE17,0.0
Biobío,08,2020-05-11,SE17,0.0
Araucanía,09,2020-05-11,SE17,0.0
Los Ríos,14,2020-05-11,SE17,0.0
Los Lagos,10,2020-05-11,SE17,0.0
Aysén,11,2020-05-11,SE17,0.0
Magallanes,12,2020-05-11,SE17,0.0
Arica y Parinacota,15,2020-05-08,SE17,0.0
Tarapacá,01,2020-05-08,SE17,0.0
Antofagasta,02,2020-05-08,SE17,0.0
Atacama,03,2020-05-08,SE17,0.0
Coquimbo,04,2020-05-08,SE17,0.0
Valparaíso,05,2020-05-08,SE17,0.0
Metropolitana,13,2020-05-08,SE17,1.0
O’Higgins,06,2020-05-08,SE17,0.0
Maule,07,2020-05-08,SE17,0.0
Ñuble,16,2020-05-08,SE17,0.0
Biobío,08,2020-05-08,SE17,0.0
Araucanía,09,2020-05-08,SE17,0.0
Los Ríos,14,2020-05-08,SE17,0.0
Los Lagos,10,2020-05-08,SE17,0.0
Aysén,11,2020-05-08,SE17,0.0
Magallanes,12,2020-05-08,SE17,0.0
Arica y Parinacota,15,2020-05-15,SE17,0.0
Tarapacá,01,2020-05-15,SE17,0.0
Antofagasta,02,2020-05-15,SE17,0.0
Atacama,03,2020-05-15,SE17,0.0
Coquimbo,04,2020-05-15,SE17,0.0
Valparaíso,05,2020-05-15,SE17,0.0
Metropolitana,13,2020-05-15,SE17,1.0
O’Higgins,06,2020-05-15,SE17,0.0
Maule,07,2020-05-15,SE17,0.0
Ñuble,16,2020-05-15,SE17,0.0
Biobío,08,2020-05-15,SE17,0.0
Araucanía,09,2020-05-15,SE17,0.0
Los Ríos,14,2020-05-15,SE17,0.0
Los Lagos,10,2020-05-15,SE17,0.0
Aysén,11,2020-05-15,SE17,0.0
Magallanes,12,2020-05-15,SE17,0.0
Arica y Parinacota,15,2020-05-22,SE17,0.0
Tarapacá,01,2020-05-22,SE17,0.0
Antofagasta,02,2020-05-22,SE17,0.0
Atacama,03,2020-05-22,SE17,0.0
Coquimbo,04,2020-05-22,SE17,0.0
Valparaíso,05,2020-05-22,SE17,0.0
Metropolitana,13,2020-05-22,SE17,1.0
O’Higgins,06,2020-05-22,SE17,0.0
Maule,07,2020-05-22,SE17,0.0
Ñuble,16,2020-05-22,SE17,0.0
Biobío,08,2020-05-22,SE17,0.0
Araucanía,09,2020-05-22,SE17,0.0
Los Ríos,14,2020-05-22,SE17,0.0
Los Lagos,10,2020-05-22,SE17,0.0
Aysén,11,2020-05-22,SE17,0.0
Magallanes,12,2020-05-22,SE17,0.0
Arica y Parinacota,15,2020-05-04,SE17,0.0
Tarapacá,01,2020-05-04,SE17,0.0
Antofagasta,02,2020-05-04,SE17,0.0
Atacama,03,2020-05-04,SE17,0.0
Coquimbo,04,2020-05-04,SE17,0.0
Valparaíso,05,2020-05-04,SE17,0.0
Metropolitana,13,2020-05-04,SE17,1.0
O’Higgins,06,2020-05-04,SE17,0.0
Maule,07,2020-05-04,SE17,0.0
Ñuble,16,2020-05-04,SE17,0.0
Biobío,08,2020-05-04,SE17,0.0
Araucanía,09,2020-05-04,SE17,0.0
Los Ríos,14,2020-05-04,SE17,0.0
Los Lagos,10,2020-05-04,SE17,0.0
Aysén,11,2020-05-04,SE17,0.0
Magallanes,12,2020-05-04,SE17,0.0
Arica y Parinacota,15,2020-05-01,SE17,0.0
Tarapacá,01,2020-05-01,SE17,0.0
Antofagasta,02,2020-05-01,SE17,0.0
Atacama,03,2020-05-01,SE17,0.0
Coquimbo,04,2020-05-01,SE17,0.0
Valparaíso,05,2020-05-01,SE17,0.0
Metropolitana,13,2020-05-01,SE17,2.0
O’Higgins,06,2020-05-01,SE17,0.0
Maule,07,2020-05-01,SE17,0.0
Ñuble,16,2020-05-01,SE17,0.0
Biobío,08,2020-05-01,SE17,0.0
Araucanía,09,2020-05-01,SE17,0.0
Los Ríos,14,2020-05-01,SE17,0.0
Los Lagos,10,2020-05-01,SE17,0.0
Aysén,11,2020-05-01,SE17,0.0
Magallanes,12,2020-05-01,SE17,0.0
Arica y Parinacota,15,2020-05-18,SE17,0.0
Tarapacá,01,2020-05-18,SE17,0.0
Antofagasta,02,2020-05-18,SE17,0.0
Atacama,03,2020-05-18,SE17,0.0
Coquimbo,04,2020-05-18,SE17,0.0
Valparaíso,05,2020-05-18,SE17,0.0
Metropolitana,13,2020-05-18,SE17,1.0
O’Higgins,06,2020-05-18,SE17,0.0
Maule,07,2020-05-18,SE17,0.0
Ñuble,16,2020-05-18,SE17,0.0
Biobío,08,2020-05-18,SE17,0.0
Araucanía,09,2020-05-18,SE17,0.0
Los Ríos,14,2020-05-18,SE17,0.0
Los Lagos,10,2020-05-18,SE17,0.0
Aysén,11,2020-05-18,SE17,0.0
Magallanes,12,2020-05-18,SE17,0.0
Arica y Parinacota,15,2020-05-11,SE18,0.0
Tarapacá,01,2020-05-11,SE18,0.0
Antofagasta,02,2020-05-11,SE18,0.0
Atacama,03,2020-05-11,SE18,0.0
Coquimbo,04,2020-05-11,SE18,0.0
Valparaíso,05,2020-05-11,SE18,0.0
Metropolitana,13,2020-05-11,SE18,0.0
O’Higgins,06,2020-05-11,SE18,0.0
Maule,07,2020-05-11,SE18,0.0
Ñuble,16,2020-05-11,SE18,0.0
Biobío,08,2020-05-11,SE18,0.0
Araucanía,09,2020-05-11,SE18,0.0
Los Ríos,14,2020-05-11,SE18,0.0
Los Lagos,10,2020-05-11,SE18,0.0
Aysén,11,2020-05-11,SE18,0.0
Magallanes,12,2020-05-11,SE18,0.0
Arica y Parinacota,15,2020-05-08,SE18,0.0
Tarapacá,01,2020-05-08,SE18,0.0
Antofagasta,02,2020-05-08,SE18,0.0
Atacama,03,2020-05-08,SE18,0.0
Coquimbo,04,2020-05-08,SE18,0.0
Valparaíso,05,2020-05-08,SE18,0.0
Metropolitana,13,2020-05-08,SE18,0.0
O’Higgins,06,2020-05-08,SE18,0.0
Maule,07,2020-05-08,SE18,0.0
Ñuble,16,2020-05-08,SE18,0.0
Biobío,08,2020-05-08,SE18,0.0
Araucanía,09,2020-05-08,SE18,0.0
Los Ríos,14,2020-05-08,SE18,0.0
Los Lagos,10,2020-05-08,SE18,0.0
Aysén,11,2020-05-08,SE18,0.0
Magallanes,12,2020-05-08,SE18,0.0
Arica y Parinacota,15,2020-05-15,SE18,0.0
Tarapacá,01,2020-05-15,SE18,0.0
Antofagasta,02,2020-05-15,SE18,0.0
Atacama,03,2020-05-15,SE18,0.0
Coquimbo,04,2020-05-15,SE18,0.0
Valparaíso,05,2020-05-15,SE18,0.0
Metropolitana,13,2020-05-15,SE18,1.0
O’Higgins,06,2020-05-15,SE18,0.0
Maule,07,2020-05-15,SE18,0.0
Ñuble,16,2020-05-15,SE18,0.0
Biobío,08,2020-05-15,SE18,0.0
Araucanía,09,2020-05-15,SE18,0.0
Los Ríos,14,2020-05-15,SE18,0.0
Los Lagos,10,2020-05-15,SE18,0.0
Aysén,11,2020-05-15,SE18,0.0
Magallanes,12,2020-05-15,SE18,0.0
Arica y Parinacota,15,2020-05-22,SE18,0.0
Tarapacá,01,2020-05-22,SE18,0.0
Antofagasta,02,2020-05-22,SE18,0.0
Atacama,03,2020-05-22,SE18,0.0
Coquimbo,04,2020-05-22,SE18,0.0
Valparaíso,05,2020-05-22,SE18,0.0
Metropolitana,13,2020-05-22,SE18,2.0
O’Higgins,06,2020-05-22,SE18,0.0
Maule,07,2020-05-22,SE18,0.0
Ñuble,16,2020-05-22,SE18,0.0
Biobío,08,2020-05-22,SE18,0.0
Araucanía,09,2020-05-22,SE18,0.0
Los Ríos,14,2020-05-22,SE18,0.0
Los Lagos,10,2020-05-22,SE18,0.0
Aysén,11,2020-05-22,SE18,0.0
Magallanes,12,2020-05-22,SE18,0.0
Arica y Parinacota,15,2020-05-04,SE18,0.0
Tarapacá,01,2020-05-04,SE18,0.0
Antofagasta,02,2020-05-04,SE18,0.0
Atacama,03,2020-05-04,SE18,0.0
Coquimbo,04,2020-05-04,SE18,0.0
Valparaíso,05,2020-05-04,SE18,0.0
Metropolitana,13,2020-05-04,SE18,0.0
O’Higgins,06,2020-05-04,SE18,0.0
Maule,07,2020-05-04,SE18,0.0
Ñuble,16,2020-05-04,SE18,0.0
Biobío,08,2020-05-04,SE18,0.0
Araucanía,09,2020-05-04,SE18,0.0
Los Ríos,14,2020-05-04,SE18,0.0
Los Lagos,10,2020-05-04,SE18,0.0
Aysén,11,2020-05-04,SE18,0.0
Magallanes,12,2020-05-04,SE18,0.0
Arica y Parinacota,15,2020-05-01,SE18,0.0
Tarapacá,01,2020-05-01,SE18,0.0
Antofagasta,02,2020-05-01,SE18,0.0
Atacama,03,2020-05-01,SE18,0.0
Coquimbo,04,2020-05-01,SE18,0.0
Valparaíso,05,2020-05-01,SE18,0.0
Metropolitana,13,2020-05-01,SE18,1.0
O’Higgins,06,2020-05-01,SE18,0.0
Maule,07,2020-05-01,SE18,0.0
Ñuble,16,2020-05-01,SE18,0.0
Biobío,08,2020-05-01,SE18,0.0
Araucanía,09,2020-05-01,SE18,0.0
Los Ríos,14,2020-05-01,SE18,0.0
Los Lagos,10,2020-05-01,SE18,0.0
Aysén,11,2020-05-01,SE18,0.0
Magallanes,12,2020-05-01,SE18,0.0
Arica y Parinacota,15,2020-05-18,SE18,0.0
Tarapacá,01,2020-05-18,SE18,0.0
Antofagasta,02,2020-05-18,SE18,0.0
Atacama,03,2020-05-18,SE18,0.0
Coquimbo,04,2020-05-18,SE18,0.0
Valparaíso,05,2020-05-18,SE18,0.0
Metropolitana,13,2020-05-18,SE18,2.0
O’Higgins,06,2020-05-18,SE18,0.0
Maule,07,2020-05-18,SE18,0.0
Ñuble,16,2020-05-18,SE18,0.0
Biobío,08,2020-05-18,SE18,0.0
Araucanía,09,2020-05-18,SE18,0.0
Los Ríos,14,2020-05-18,SE18,0.0
Los Lagos,10,2020-05-18,SE18,0.0
Aysén,11,2020-05-18,SE18,0.0
Magallanes,12,2020-05-18,SE18,0.0
Arica y Parinacota,15,2020-05-11,SE19,0.0
Tarapacá,01,2020-05-11,SE19,0.0
Antofagasta,02,2020-05-11,SE19,0.0
Atacama,03,2020-05-11,SE19,0.0
Coquimbo,04,2020-05-11,SE19,0.0
Valparaíso,05,2020-05-11,SE19,0.0
Metropolitana,13,2020-05-11,SE19,0.0
O’Higgins,06,2020-05-11,SE19,0.0
Maule,07,2020-05-11,SE19,0.0
Ñuble,16,2020-05-11,SE19,0.0
Biobío,08,2020-05-11,SE19,0.0
Araucanía,09,2020-05-11,SE19,0.0
Los Ríos,14,2020-05-11,SE19,0.0
Los Lagos,10,2020-05-11,SE19,0.0
Aysén,11,2020-05-11,SE19,0.0
Magallanes,12,2020-05-11,SE19,0.0
Arica y Parinacota,15,2020-05-08,SE19,0.0
Tarapacá,01,2020-05-08,SE19,0.0
Antofagasta,02,2020-05-08,SE19,0.0
Atacama,03,2020-05-08,SE19,0.0
Coquimbo,04,2020-05-08,SE19,0.0
Valparaíso,05,2020-05-08,SE19,0.0
Metropolitana,13,2020-05-08,SE19,0.0
O’Higgins,06,2020-05-08,SE19,0.0
Maule,07,2020-05-08,SE19,0.0
Ñuble,16,2020-05-08,SE19,0.0
Biobío,08,2020-05-08,SE19,0.0
Araucanía,09,2020-05-08,SE19,0.0
Los Ríos,14,2020-05-08,SE19,0.0
Los Lagos,10,2020-05-08,SE19,0.0
Aysén,11,2020-05-08,SE19,0.0
Magallanes,12,2020-05-08,SE19,0.0
Arica y Parinacota,15,2020-05-15,SE19,0.0
Tarapacá,01,2020-05-15,SE19,0.0
Antofagasta,02,2020-05-15,SE19,0.0
Atacama,03,2020-05-15,SE19,0.0
Coquimbo,04,2020-05-15,SE19,0.0
Valparaíso,05,2020-05-15,SE19,0.0
Metropolitana,13,2020-05-15,SE19,0.0
O’Higgins,06,2020-05-15,SE19,0.0
Maule,07,2020-05-15,SE19,0.0
Ñuble,16,2020-05-15,SE19,0.0
Biobío,08,2020-05-15,SE19,0.0
Araucanía,09,2020-05-15,SE19,0.0
Los Ríos,14,2020-05-15,SE19,0.0
Los Lagos,10,2020-05-15,SE19,0.0
Aysén,11,2020-05-15,SE19,0.0
Magallanes,12,2020-05-15,SE19,0.0
Arica y Parinacota,15,2020-05-22,SE19,0.0
Tarapacá,01,2020-05-22,SE19,0.0
Antofagasta,02,2020-05-22,SE19,0.0
Atacama,03,2020-05-22,SE19,0.0
Coquimbo,04,2020-05-22,SE19,0.0
Valparaíso,05,2020-05-22,SE19,0.0
Metropolitana,13,2020-05-22,SE19,2.0
O’Higgins,06,2020-05-22,SE19,0.0
Maule,07,2020-05-22,SE19,0.0
Ñuble,16,2020-05-22,SE19,0.0
Biobío,08,2020-05-22,SE19,0.0
Araucanía,09,2020-05-22,SE19,0.0
Los Ríos,14,2020-05-22,SE19,0.0
Los Lagos,10,2020-05-22,SE19,0.0
Aysén,11,2020-05-22,SE19,0.0
Magallanes,12,2020-05-22,SE19,0.0
Arica y Parinacota,15,2020-05-04,SE19,0.0
Tarapacá,01,2020-05-04,SE19,0.0
Antofagasta,02,2020-05-04,SE19,0.0
Atacama,03,2020-05-04,SE19,0.0
Coquimbo,04,2020-05-04,SE19,0.0
Valparaíso,05,2020-05-04,SE19,0.0
Metropolitana,13,2020-05-04,SE19,0.0
O’Higgins,06,2020-05-04,SE19,0.0
Maule,07,2020-05-04,SE19,0.0
Ñuble,16,2020-05-04,SE19,0.0
Biobío,08,2020-05-04,SE19,0.0
Araucanía,09,2020-05-04,SE19,0.0
Los Ríos,14,2020-05-04,SE19,0.0
Los Lagos,10,2020-05-04,SE19,0.0
Aysén,11,2020-05-04,SE19,0.0
Magallanes,12,2020-05-04,SE19,0.0
Arica y Parinacota,15,2020-05-01,SE19,0.0
Tarapacá,01,2020-05-01,SE19,0.0
Antofagasta,02,2020-05-01,SE19,0.0
Atacama,03,2020-05-01,SE19,0.0
Coquimbo,04,2020-05-01,SE19,0.0
Valparaíso,05,2020-05-01,SE19,0.0
Metropolitana,13,2020-05-01,SE19,0.0
O’Higgins,06,2020-05-01,SE19,0.0
Maule,07,2020-05-01,SE19,0.0
Ñuble,16,2020-05-01,SE19,0.0
Biobío,08,2020-05-01,SE19,0.0
Araucanía,09,2020-05-01,SE19,0.0
Los Ríos,14,2020-05-01,SE19,0.0
Los Lagos,10,2020-05-01,SE19,0.0
Aysén,11,2020-05-01,SE19,0.0
Magallanes,12,2020-05-01,SE19,0.0
Arica y Parinacota,15,2020-05-18,SE19,0.0
Tarapacá,01,2020-05-18,SE19,0.0
Antofagasta,02,2020-05-18,SE19,0.0
Atacama,03,2020-05-18,SE19,0.0
Coquimbo,04,2020-05-18,SE19,0.0
Valparaíso,05,2020-05-18,SE19,0.0
Metropolitana,13,2020-05-18,SE19,1.0
O’Higgins,06,2020-05-18,SE19,0.0
Maule,07,2020-05-18,SE19,0.0
Ñuble,16,2020-05-18,SE19,0.0
Biobío,08,2020-05-18,SE19,0.0
Araucanía,09,2020-05-18,SE19,0.0
Los Ríos,14,2020-05-18,SE19,0.0
Los Lagos,10,2020-05-18,SE19,0.0
Aysén,11,2020-05-18,SE19,0.0
Magallanes,12,2020-05-18,SE19,0.0
Arica y Parinacota,15,2020-05-11,SE20,0.0
Tarapacá,01,2020-05-11,SE20,0.0
Antofagasta,02,2020-05-11,SE20,0.0
Atacama,03,2020-05-11,SE20,0.0
Coquimbo,04,2020-05-11,SE20,0.0
Valparaíso,05,2020-05-11,SE20,0.0
Metropolitana,13,2020-05-11,SE20,0.0
O’Higgins,06,2020-05-11,SE20,0.0
Maule,07,2020-05-11,SE20,0.0
Ñuble,16,2020-05-11,SE20,0.0
Biobío,08,2020-05-11,SE20,0.0
Araucanía,09,2020-05-11,SE20,0.0
Los Ríos,14,2020-05-11,SE20,0.0
Los Lagos,10,2020-05-11,SE20,0.0
Aysén,11,2020-05-11,SE20,0.0
Magallanes,12,2020-05-11,SE20,0.0
Arica y Parinacota,15,2020-05-08,SE20,0.0
Tarapacá,01,2020-05-08,SE20,0.0
Antofagasta,02,2020-05-08,SE20,0.0
Atacama,03,2020-05-08,SE20,0.0
Coquimbo,04,2020-05-08,SE20,0.0
Valparaíso,05,2020-05-08,SE20,0.0
Metropolitana,13,2020-05-08,SE20,0.0
O’Higgins,06,2020-05-08,SE20,0.0
Maule,07,2020-05-08,SE20,0.0
Ñuble,16,2020-05-08,SE20,0.0
Biobío,08,2020-05-08,SE20,0.0
Araucanía,09,2020-05-08,SE20,0.0
Los Ríos,14,2020-05-08,SE20,0.0
Los Lagos,10,2020-05-08,SE20,0.0
Aysén,11,2020-05-08,SE20,0.0
Magallanes,12,2020-05-08,SE20,0.0
Arica y Parinacota,15,2020-05-15,SE20,0.0
Tarapacá,01,2020-05-15,SE20,0.0
Antofagasta,02,2020-05-15,SE20,0.0
Atacama,03,2020-05-15,SE20,0.0
Coquimbo,04,2020-05-15,SE20,0.0
Valparaíso,05,2020-05-15,SE20,0.0
Metropolitana,13,2020-05-15,SE20,0.0
O’Higgins,06,2020-05-15,SE20,0.0
Maule,07,2020-05-15,SE20,0.0
Ñuble,16,2020-05-15,SE20,0.0
Biobío,08,2020-05-15,SE20,0.0
Araucanía,09,2020-05-15,SE20,0.0
Los Ríos,14,2020-05-15,SE20,0.0
Los Lagos,10,2020-05-15,SE20,0.0
Aysén,11,2020-05-15,SE20,0.0
Magallanes,12,2020-05-15,SE20,0.0
Arica y Parinacota,15,2020-05-22,SE20,0.0
Tarapacá,01,2020-05-22,SE20,0.0
Antofagasta,02,2020-05-22,SE20,0.0
Atacama,03,2020-05-22,SE20,0.0
Coquimbo,04,2020-05-22,SE20,0.0
Valparaíso,05,2020-05-22,SE20,0.0
Metropolitana,13,2020-05-22,SE20,0.0
O’Higgins,06,2020-05-22,SE20,0.0
Maule,07,2020-05-22,SE20,0.0
Ñuble,16,2020-05-22,SE20,0.0
Biobío,08,2020-05-22,SE20,0.0
Araucanía,09,2020-05-22,SE20,0.0
Los Ríos,14,2020-05-22,SE20,0.0
Los Lagos,10,2020-05-22,SE20,0.0
Aysén,11,2020-05-22,SE20,0.0
Magallanes,12,2020-05-22,SE20,0.0
Arica y Parinacota,15,2020-05-04,SE20,0.0
Tarapacá,01,2020-05-04,SE20,0.0
Antofagasta,02,2020-05-04,SE20,0.0
Atacama,03,2020-05-04,SE20,0.0
Coquimbo,04,2020-05-04,SE20,0.0
Valparaíso,05,2020-05-04,SE20,0.0
Metropolitana,13,2020-05-04,SE20,0.0
O’Higgins,06,2020-05-04,SE20,0.0
Maule,07,2020-05-04,SE20,0.0
Ñuble,16,2020-05-04,SE20,0.0
Biobío,08,2020-05-04,SE20,0.0
Araucanía,09,2020-05-04,SE20,0.0
Los Ríos,14,2020-05-04,SE20,0.0
Los Lagos,10,2020-05-04,SE20,0.0
Aysén,11,2020-05-04,SE20,0.0
Magallanes,12,2020-05-04,SE20,0.0
Arica y Parinacota,15,2020-05-01,SE20,0.0
Tarapacá,01,2020-05-01,SE20,0.0
Antofagasta,02,2020-05-01,SE20,0.0
Atacama,03,2020-05-01,SE20,0.0
Coquimbo,04,2020-05-01,SE20,0.0
Valparaíso,05,2020-05-01,SE20,0.0
Metropolitana,13,2020-05-01,SE20,0.0
O’Higgins,06,2020-05-01,SE20,0.0
Maule,07,2020-05-01,SE20,0.0
Ñuble,16,2020-05-01,SE20,0.0
Biobío,08,2020-05-01,SE20,0.0
Araucanía,09,2020-05-01,SE20,0.0
Los Ríos,14,2020-05-01,SE20,0.0
Los Lagos,10,2020-05-01,SE20,0.0
Aysén,11,2020-05-01,SE20,0.0
Magallanes,12,2020-05-01,SE20,0.0
Arica y Parinacota,15,2020-05-18,SE20,0.0
Tarapacá,01,2020-05-18,SE20,0.0
Antofagasta,02,2020-05-18,SE20,0.0
Atacama,03,2020-05-18,SE20,0.0
Coquimbo,04,2020-05-18,SE20,0.0
Valparaíso,05,2020-05-18,SE20,0.0
Metropolitana,13,2020-05-18,SE20,0.0
O’Higgins,06,2020-05-18,SE20,0.0
Maule,07,2020-05-18,SE20,0.0
Ñuble,16,2020-05-18,SE20,0.0
Biobío,08,2020-05-18,SE20,0.0
Araucanía,09,2020-05-18,SE20,0.0
Los Ríos,14,2020-05-18,SE20,0.0
Los Lagos,10,2020-05-18,SE20,0.0
Aysén,11,2020-05-18,SE20,0.0
Magallanes,12,2020-05-18,SE20,0.0
Arica y Parinacota,15,2020-05-11,SE21,0.0
Tarapacá,01,2020-05-11,SE21,0.0
Antofagasta,02,2020-05-11,SE21,0.0
Atacama,03,2020-05-11,SE21,0.0
Coquimbo,04,2020-05-11,SE21,0.0
Valparaíso,05,2020-05-11,SE21,0.0
Metropolitana,13,2020-05-11,SE21,0.0
O’Higgins,06,2020-05-11,SE21,0.0
Maule,07,2020-05-11,SE21,0.0
Ñuble,16,2020-05-11,SE21,0.0
Biobío,08,2020-05-11,SE21,0.0
Araucanía,09,2020-05-11,SE21,0.0
Los Ríos,14,2020-05-11,SE21,0.0
Los Lagos,10,2020-05-11,SE21,0.0
Aysén,11,2020-05-11,SE21,0.0
Magallanes,12,2020-05-11,SE21,0.0
Arica y Parinacota,15,2020-05-08,SE21,0.0
Tarapacá,01,2020-05-08,SE21,0.0
Antofagasta,02,2020-05-08,SE21,0.0
Atacama,03,2020-05-08,SE21,0.0
Coquimbo,04,2020-05-08,SE21,0.0
Valparaíso,05,2020-05-08,SE21,0.0
Metropolitana,13,2020-05-08,SE21,0.0
O’Higgins,06,2020-05-08,SE21,0.0
Maule,07,2020-05-08,SE21,0.0
Ñuble,16,2020-05-08,SE21,0.0
Biobío,08,2020-05-08,SE21,0.0
Araucanía,09,2020-05-08,SE21,0.0
Los Ríos,14,2020-05-08,SE21,0.0
Los Lagos,10,2020-05-08,SE21,0.0
Aysén,11,2020-05-08,SE21,0.0
Magallanes,12,2020-05-08,SE21,0.0
Arica y Parinacota,15,2020-05-15,SE21,0.0
Tarapacá,01,2020-05-15,SE21,0.0
Antofagasta,02,2020-05-15,SE21,0.0
Atacama,03,2020-05-15,SE21,0.0
Coquimbo,04,2020-05-15,SE21,0.0
Valparaíso,05,2020-05-15,SE21,0.0
Metropolitana,13,2020-05-15,SE21,0.0
O’Higgins,06,2020-05-15,SE21,0.0
Maule,07,2020-05-15,SE21,0.0
Ñuble,16,2020-05-15,SE21,0.0
Biobío,08,2020-05-15,SE21,0.0
Araucanía,09,2020-05-15,SE21,0.0
Los Ríos,14,2020-05-15,SE21,0.0
Los Lagos,10,2020-05-15,SE21,0.0
Aysén,11,2020-05-15,SE21,0.0
Magallanes,12,2020-05-15,SE21,0.0
Arica y Parinacota,15,2020-05-22,SE21,0.0
Tarapacá,01,2020-05-22,SE21,0.0
Antofagasta,02,2020-05-22,SE21,0.0
Atacama,03,2020-05-22,SE21,0.0
Coquimbo,04,2020-05-22,SE21,0.0
Valparaíso,05,2020-05-22,SE21,0.0
Metropolitana,13,2020-05-22,SE21,0.0
O’Higgins,06,2020-05-22,SE21,0.0
Maule,07,2020-05-22,SE21,0.0
Ñuble,16,2020-05-22,SE21,0.0
Biobío,08,2020-05-22,SE21,0.0
Araucanía,09,2020-05-22,SE21,0.0
Los Ríos,14,2020-05-22,SE21,0.0
Los Lagos,10,2020-05-22,SE21,0.0
Aysén,11,2020-05-22,SE21,0.0
Magallanes,12,2020-05-22,SE21,0.0
Arica y Parinacota,15,2020-05-04,SE21,0.0
Tarapacá,01,2020-05-04,SE21,0.0
Antofagasta,02,2020-05-04,SE21,0.0
Atacama,03,2020-05-04,SE21,0.0
Coquimbo,04,2020-05-04,SE21,0.0
Valparaíso,05,2020-05-04,SE21,0.0
Metropolitana,13,2020-05-04,SE21,0.0
O’Higgins,06,2020-05-04,SE21,0.0
Maule,07,2020-05-04,SE21,0.0
Ñuble,16,2020-05-04,SE21,0.0
Biobío,08,2020-05-04,SE21,0.0
Araucanía,09,2020-05-04,SE21,0.0
Los Ríos,14,2020-05-04,SE21,0.0
Los Lagos,10,2020-05-04,SE21,0.0
Aysén,11,2020-05-04,SE21,0.0
Magallanes,12,2020-05-04,SE21,0.0
Arica y Parinacota,15,2020-05-01,SE21,0.0
Tarapacá,01,2020-05-01,SE21,0.0
Antofagasta,02,2020-05-01,SE21,0.0
Atacama,03,2020-05-01,SE21,0.0
Coquimbo,04,2020-05-01,SE21,0.0
Valparaíso,05,2020-05-01,SE21,0.0
Metropolitana,13,2020-05-01,SE21,0.0
O’Higgins,06,2020-05-01,SE21,0.0
Maule,07,2020-05-01,SE21,0.0
Ñuble,16,2020-05-01,SE21,0.0
Biobío,08,2020-05-01,SE21,0.0
Araucanía,09,2020-05-01,SE21,0.0
Los Ríos,14,2020-05-01,SE21,0.0
Los Lagos,10,2020-05-01,SE21,0.0
Aysén,11,2020-05-01,SE21,0.0
Magallanes,12,2020-05-01,SE21,0.0
Arica y Parinacota,15,2020-05-18,SE21,0.0
Tarapacá,01,2020-05-18,SE21,0.0
Antofagasta,02,2020-05-18,SE21,0.0
Atacama,03,2020-05-18,SE21,0.0
Coquimbo,04,2020-05-18,SE21,0.0
Valparaíso,05,2020-05-18,SE21,0.0
Metropolitana,13,2020-05-18,SE21,0.0
O’Higgins,06,2020-05-18,SE21,0.0
Maule,07,2020-05-18,SE21,0.0
Ñuble,16,2020-05-18,SE21,0.0
Biobío,08,2020-05-18,SE21,0.0
Araucanía,09,2020-05-18,SE21,0.0
Los Ríos,14,2020-05-18,SE21,0.0
Los Lagos,10,2020-05-18,SE21,0.0
Aysén,11,2020-05-18,SE21,0.0
Magallanes,12,2020-05-18,SE21,0.0
